Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,Animal,Cityscape,Human,Indoor scene,Landscape,Night scene,Plant,Still-life,Others,Focal length,F-number,Exposure time,ISO,Brightness,Flash,Time0,Time1
06230.jpg,69.25,68.25,72.63,66.63,65.5,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,2.2,0.003252,50,0.0,0,-0.707107,-0.707107
06231.jpg,70.8,65.6,67.2,63.8,64.0,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.263,2.0,0.01,187,0.0,0,-0.5,-0.866025
06232.jpg,55.33,50.0,44.33,58.67,74.0,72.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,2.2,0.00038,50,0.0,0,-0.707107,-0.707107
06233.jpg,73.0,68.33,59.33,65.0,74.0,72.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,1.8,0.000375,50,9.2,0,0.0,-1.0
06234.jpg,49.67,68.33,56.67,65.0,28.33,29.67,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.96,2.0,0.000527,64,0.0,0,0.5,-0.866025
06235.jpg,37.0,58.33,49.33,58.67,28.33,25.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.040005,43,0.0,0,-1.0,0.0
06236.jpg,78.33,75.67,75.0,80.0,74.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.00472,64,0.0,0,-0.5,-0.866025
06237.jpg,62.33,56.0,46.67,58.67,74.0,70.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.15,2.2,0.000455,25,11.013553,0,-0.5,-0.866025
06238.jpg,44.0,66.0,62.67,69.67,63.33,43.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.029996,200,0.0,0,-0.707107,-0.707107
06239.jpg,42.0,69.33,51.33,70.67,55.33,39.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.00065,50,0.0,0,-0.258819,-0.965926
06240.jpg,57.33,66.0,51.33,70.67,57.0,65.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.016667,148,0.0,0,-0.5,-0.866025
06241.jpg,36.67,48.0,44.0,61.33,23.67,42.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,2.2,0.01,98,0.0,0,-0.707107,-0.707107
06242.jpg,49.67,64.0,70.0,72.33,37.33,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7,2.2,0.033335,158,0.0,0,-0.5,-0.866025
06243.jpg,79.0,67.67,72.33,72.33,77.67,75.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.95,2.2,0.002211,50,0.0,0,-0.258819,-0.965926
06244.jpg,47.33,63.33,67.0,68.33,60.0,40.33,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.36,1.8,0.000686,50,0.0,0,0.707107,-0.707107
06245.jpg,46.67,44.0,53.67,52.33,55.0,40.33,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.04,2.0,0.01,100,0.0,0,-0.707107,-0.707107
06246.jpg,55.0,46.67,50.0,58.67,44.67,57.67,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.99,1.8,0.000804,20,9.557802,0,-0.707107,-0.707107
06247.jpg,59.67,70.33,65.33,72.0,48.33,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,1.8,0.01,400,0.0,0,-0.5,-0.866025
06248.jpg,74.67,67.67,65.33,72.0,54.0,61.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.2,0.003931,118,0.0,0,-0.866025,0.5
06249.jpg,39.67,64.0,61.33,67.0,49.0,25.33,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0,3.5,2.2,0.08,538,0.0,1,-0.866025,-0.5
06250.jpg,65.33,59.33,54.0,62.33,62.67,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.79,2.2,0.005882,100,0.0,0,-0.707107,-0.707107
06251.jpg,71.0,69.0,67.0,73.0,66.0,79.67,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.025005,121,0.0,0,-0.5,-0.866025
06252.jpg,45.0,68.67,65.0,63.0,41.33,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,2.2,0.00255,50,0.0,0,-0.866025,-0.5
06253.jpg,70.67,55.33,62.67,61.67,62.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.005765,50,0.0,0,-0.707107,-0.707107
06254.jpg,38.33,55.33,53.67,60.0,45.33,22.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.66,2.2,0.03003,59,0.0,0,-0.866025,-0.5
06255.jpg,50.33,63.0,57.67,54.0,44.0,20.67,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.005102,100,0.0,0,0.866025,-0.5
06256.jpg,40.0,60.33,54.0,59.0,44.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.9,0.02,400,0.63,0,-0.707107,-0.707107
06257.jpg,32.0,34.67,43.67,44.67,34.0,20.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,2.0,0.1,172,0.0,0,-1.0,0.0
06258.jpg,56.33,59.67,55.67,53.33,39.33,53.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.79,2.0,0.005435,100,0.0,0,-0.707107,-0.707107
06259.jpg,45.33,57.0,62.67,61.67,41.67,37.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,1.7,0.02,250,0.85,0,-1.0,0.0
06260.jpg,46.33,63.33,64.67,68.0,42.0,33.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,2.0,0.00715,50,0.0,0,0.707107,-0.707107
06261.jpg,55.0,63.33,64.67,64.67,42.0,59.33,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0,3.83,1.8,0.05,500,0.0,0,-0.965926,-0.258819
06262.jpg,51.67,47.67,43.33,47.0,57.67,52.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.000317,50,0.0,0,-0.707107,-0.707107
06263.jpg,22.33,7.67,23.33,12.67,14.67,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.0,0.040005,52,0.0,0,0.707107,-0.707107
06264.jpg,20.33,43.67,38.0,36.0,14.33,24.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.66,2.2,0.0003,3200,0.0,0,-0.866025,-0.5
06265.jpg,60.25,64.75,53.25,56.25,56.75,54.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.030303,100,0.0,0,-0.707107,-0.707107
06266.jpg,81.33,81.0,80.0,71.67,80.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.225,2.0,0.009709,100,0.0,0,-0.866025,-0.5
06267.jpg,47.67,73.0,80.0,71.67,44.0,26.33,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.36,2.2,0.0005,50,0.0,0,-0.707107,-0.707107
06268.jpg,36.0,56.0,57.33,55.33,29.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.83,2.2,0.0125,1600,0.0,0,0.0,-1.0
06269.jpg,69.33,67.67,70.0,67.67,54.33,71.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5,2.0,0.00049,800,0.0,0,0.707107,-0.707107
06270.jpg,69.33,67.67,76.0,67.67,56.0,67.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.05988,693,0.0,0,0.0,-1.0
06271.jpg,39.67,61.0,58.67,62.67,44.0,27.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.008331,160,0.0,0,-0.707107,-0.707107
06272.jpg,29.67,63.67,61.67,60.0,42.33,19.67,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.1,1.7,0.002,800,3.0,0,0.5,-0.866025
06273.jpg,43.0,63.0,66.33,69.0,55.67,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8,2.2,0.030303,100,2.14,0,-0.258819,-0.965926
06274.jpg,55.33,70.33,71.0,74.67,55.67,56.67,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.001837,50,0.0,0,0.5,-0.866025
06275.jpg,33.67,61.0,62.0,59.33,31.33,28.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.02,68,0.0,0,-0.707107,-0.707107
06276.jpg,33.5,42.25,43.5,45.5,38.25,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,2.2,0.06,1000,0.0,0,-0.866025,0.5
06277.jpg,27.67,45.0,49.33,60.67,33.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.225,2.0,0.030303,250,0.0,0,-0.5,-0.866025
06278.jpg,84.0,83.0,76.67,79.0,76.67,84.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.95,2.2,0.003263,50,0.0,0,0.5,-0.866025
06279.jpg,61.33,60.67,69.67,64.67,69.67,84.67,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,3.46,2.2,0.058824,700,0.0,0,-1.0,0.0
06280.jpg,81.0,79.67,83.0,78.67,83.33,84.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.005429,50,0.0,0,0.866025,-0.5
06281.jpg,69.67,49.67,57.33,47.0,80.0,58.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.15,2.2,0.000234,25,11.554618,0,-0.5,-0.866025
06282.jpg,63.67,53.67,54.0,52.67,75.33,63.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000202,32,12.221422,0,-0.707107,-0.707107
06283.jpg,62.75,73.75,73.5,74.5,62.0,42.75,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,3.83,2.2,0.033333,377,0.0,0,-0.5,-0.866025
06284.jpg,70.0,77.0,76.33,69.33,54.0,50.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6,2.2,0.02995,400,0.0,0,-0.258819,-0.965926
06285.jpg,65.67,68.67,61.0,71.67,56.67,44.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.033333,102,0.0,0,-0.5,-0.866025
06286.jpg,73.33,79.0,71.67,80.33,71.33,72.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.001053,25,9.24408,0,-0.866025,-0.5
06287.jpg,33.33,37.67,47.33,50.33,30.0,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.15,2.2,0.058824,2000,-0.734947,0,-0.258819,-0.965926
06288.jpg,36.67,51.0,62.67,65.0,36.67,36.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.009901,41,0.0,0,-0.866025,-0.5
06289.jpg,58.67,55.0,67.67,66.33,61.67,69.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.26,2.0,0.030303,100,0.0,0,-1.0,0.0
06290.jpg,20.67,13.67,30.0,14.67,26.33,13.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.15,2.2,0.000252,32,9.569823,0,-0.707107,-0.707107
06291.jpg,32.33,45.67,39.33,45.67,24.0,26.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.96,2.0,0.003497,64,0.0,0,-0.707107,-0.707107
06292.jpg,36.67,37.0,38.33,43.0,19.67,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.95,1.6,0.04,320,0.0,0,-0.965926,-0.258819
06293.jpg,50.33,57.67,53.67,58.33,45.33,20.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.36,1.8,0.009979,50,0.0,1,-0.5,-0.866025
06294.jpg,16.0,14.33,25.67,17.0,18.67,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.15,2.2,0.000252,32,8.428195,0,-0.5,-0.866025
06295.jpg,40.67,10.33,33.33,23.67,32.33,32.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.57,2.0,0.005128,100,0.0,0,-0.258819,-0.965926
06296.jpg,34.0,36.67,41.67,31.0,43.33,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.88,2.0,0.03003,320,0.68,0,-0.965926,0.258819
06297.jpg,48.25,62.25,62.75,56.0,55.5,30.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.007812,100,0.0,0,-0.258819,-0.965926
06298.jpg,46.0,57.33,49.33,46.67,54.67,46.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.020003,134,0.0,0,-0.707107,-0.707107
06299.jpg,71.0,78.67,69.33,71.67,61.67,58.67,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,3.82,1.8,0.009434,100,0.0,0,-0.707107,-0.707107
06300.jpg,45.5,71.25,65.0,63.0,62.25,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.033337,64,0.0,0,0.707107,-0.707107
06301.jpg,82.83,76.5,82.67,83.33,74.5,78.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.000848,50,0.0,0,-0.5,-0.866025
06302.jpg,69.17,77.5,79.67,77.33,67.17,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,2.2,0.001791,113,0.0,0,-0.707107,-0.707107
06303.jpg,39.17,56.83,57.67,60.83,41.17,30.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.033333,133,0.0,0,-0.5,-0.866025
06304.jpg,15.0,35.33,32.67,37.17,29.33,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.0,0.03,50,0.0,0,-0.5,-0.866025
06305.jpg,82.67,78.5,70.83,83.83,75.67,81.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,2.2,0.01,64,0.0,0,-0.707107,-0.707107
06306.jpg,80.5,80.0,65.83,81.5,67.83,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.99,1.8,0.003215,20,7.735051,0,0.707107,-0.707107
06307.jpg,67.86,48.57,56.14,65.71,65.0,71.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.000528,101,0.0,0,-0.5,-0.866025
06308.jpg,67.33,67.67,61.83,64.67,60.83,57.83,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.001194,50,0.0,0,-0.5,-0.866025
06309.jpg,66.71,63.71,62.71,66.86,58.71,57.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.008331,225,0.0,0,-0.5,-0.866025
06310.jpg,88.0,78.67,75.33,80.83,77.17,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.83,2.2,0.05,510,0.0,0,0.866025,-0.5
06311.jpg,14.0,32.0,42.83,33.17,31.67,13.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.059996,68,0.0,0,-1.0,0.0
06312.jpg,10.67,41.0,33.67,29.33,20.67,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,0.03295,400,0.0,1,-1.0,0.0
06313.jpg,76.5,63.0,75.5,65.67,74.83,77.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,2.2,0.016667,80,0.0,0,-0.707107,-0.707107
06314.jpg,48.33,59.0,61.67,56.33,32.17,45.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.006536,100,0.0,0,-0.866025,-0.5
06315.jpg,55.67,62.0,63.67,68.0,36.17,45.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,2.0,0.00075,50,0.0,0,0.0,-1.0
06316.jpg,56.5,63.83,61.17,64.17,42.17,46.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.83,2.2,0.05,727,0.0,0,-0.707107,-0.707107
06317.jpg,60.33,43.67,54.83,58.67,61.17,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.6,2.2,0.0005,50,0.0,0,-0.866025,-0.5
06318.jpg,64.5,58.0,57.17,66.67,62.83,63.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.15,2.2,0.001898,32,9.145922,0,0.866025,-0.5
06319.jpg,15.67,24.67,23.67,29.5,8.5,11.83,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.82,1.8,0.058824,1600,0.0,0,-0.866025,-0.5
06320.jpg,67.5,73.0,72.5,64.17,74.33,79.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.01,64,0.0,0,-0.707107,-0.707107
06321.jpg,53.43,58.0,58.57,56.86,44.86,52.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.00251,50,0.0,0,-0.707107,-0.707107
06322.jpg,70.33,68.33,69.17,70.33,65.5,74.17,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.02,125,0.0,0,0.5,-0.866025
06323.jpg,65.5,68.0,68.67,68.33,65.33,68.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,2.2,0.03003,708,0.0,0,-1.0,0.0
06324.jpg,68.67,64.33,72.0,69.67,66.33,62.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,2.2,0.06,1000,0.0,0,-0.707107,-0.707107
06325.jpg,70.14,55.86,79.14,68.29,68.14,66.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.99,1.8,0.125,80,0.049188,0,-0.965926,0.258819
06326.jpg,67.0,61.83,74.67,67.0,58.5,56.67,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.01,25,6.460381,0,-0.866025,-0.5
06327.jpg,58.83,52.5,66.0,62.17,43.17,47.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.46,2.2,0.083333,2000,0.0,0,-0.965926,0.258819
06328.jpg,71.17,66.17,71.17,72.17,53.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,2.2,0.016667,125,0.0,0,0.965926,-0.258819
06329.jpg,30.83,56.83,55.0,57.17,32.5,22.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.15,2.2,0.058824,80,2.356078,0,-0.707107,-0.707107
06330.jpg,45.33,37.17,51.17,51.5,33.67,32.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.81,2.2,0.076923,6400,-6.42,0,-1.0,0.0
06331.jpg,15.83,44.83,40.0,44.67,22.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.009999,80,0.0,0,-0.707107,-0.707107
06332.jpg,29.33,52.83,56.83,55.67,27.5,25.17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.7,2.2,0.025004,130,0.0,0,-0.707107,-0.707107
06333.jpg,35.43,47.43,49.0,45.86,30.43,36.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.02,100,0.0,0,-0.866025,-0.5
06334.jpg,83.14,84.29,85.57,84.14,89.5,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.88,2.0,0.000517,50,9.48,0,-0.5,-0.866025
06335.jpg,16.17,51.17,50.67,54.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.1,1.7,0.01,33,0.0,0,-0.965926,-0.258819
06336.jpg,44.67,43.33,55.0,42.67,34.83,48.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.15,2.2,0.25,400,-1.010874,0,-0.965926,0.258819
06337.jpg,79.0,72.0,81.5,79.5,79.0,79.83,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.99,1.8,0.058824,40,2.631557,0,-0.965926,-0.258819
06338.jpg,48.33,49.83,67.33,54.17,62.33,52.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.2,0.00055,50,0.0,0,-0.707107,-0.707107
06339.jpg,14.83,36.5,31.67,29.17,36.17,16.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.95,1.6,0.006143,50,0.0,0,-0.965926,-0.258819
06340.jpg,33.5,57.33,54.83,50.5,37.0,22.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,4.26,2.0,0.030303,320,0.0,0,-1.0,0.0
06341.jpg,50.86,59.43,57.71,60.86,42.0,41.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.263,2.0,0.058824,632,0.0,0,-0.5,-0.866025
06342.jpg,72.17,69.83,65.33,70.33,56.67,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000611,25,11.099404,0,-0.707107,-0.707107
06343.jpg,17.43,54.75,32.38,37.13,21.38,15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.93,2.2,0.007042,100,0.0,0,-0.866025,-0.5
06344.jpg,50.67,63.83,48.33,54.0,38.5,41.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.001572,50,0.0,0,0.5,-0.866025
06345.jpg,42.83,66.67,53.33,57.83,32.17,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,2.2,0.03003,237,0.0,0,-0.5,-0.866025
06346.jpg,24.86,50.29,46.0,49.0,30.14,17.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,2.0,0.008,50,0.0,0,-0.707107,-0.707107
06347.jpg,31.17,37.17,36.17,36.17,38.0,30.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,2.2,0.016667,64,0.0,0,-0.866025,-0.5
06348.jpg,30.67,53.17,50.5,54.5,32.0,21.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.95,1.6,0.001111,125,0.0,0,-0.258819,-0.965926
06349.jpg,61.67,65.67,64.5,61.33,59.0,57.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.00813,25,6.99039,0,-0.866025,-0.5
06350.jpg,51.0,55.83,58.0,57.5,40.83,54.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.01,50,3.0,1,-0.707107,-0.707107
06351.jpg,60.67,58.83,63.5,67.17,49.83,66.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.81,2.2,0.058824,1250,-2.39,0,-1.0,0.0
06352.jpg,58.83,64.83,68.0,71.17,52.83,45.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.05,300,0.0,0,-0.965926,-0.258819
06353.jpg,84.14,79.14,83.86,81.67,82.67,85.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.83,1.8,0.06,2000,0.0,0,-0.866025,0.5
06354.jpg,45.17,69.67,71.67,70.33,51.17,36.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.1,1.7,0.00303,78,1.98,0,0.258819,-0.965926
06355.jpg,57.33,70.5,65.33,70.5,39.0,51.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.083333,5100,0.0,0,-0.965926,0.258819
06356.jpg,67.75,57.75,72.13,65.38,72.63,65.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.004754,50,0.0,0,-0.965926,-0.258819
06357.jpg,74.83,69.0,73.33,67.83,73.17,69.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,2.2,0.01,65,0.0,0,-0.965926,0.258819
06358.jpg,18.67,59.0,45.67,47.33,31.83,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95,1.6,0.000733,50,0.0,0,-0.5,-0.866025
06359.jpg,12.67,33.0,21.17,25.17,18.83,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,4.5,2.0,0.083333,814,0.0,0,0.5,-0.866025
06360.jpg,60.14,70.0,69.43,69.14,47.57,51.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.03,50,0.0,0,-0.5,-0.866025
06361.jpg,26.5,55.0,46.0,53.83,23.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.6,2.2,0.0005,50,0.0,0,-0.707107,-0.707107
06362.jpg,38.17,64.33,50.67,57.33,19.33,18.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7,2.2,0.016662,138,0.0,0,-0.5,-0.866025
06363.jpg,37.67,57.83,46.83,50.0,27.17,24.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,2.0,0.000847,96,0.0,0,0.707107,-0.707107
06364.jpg,85.0,81.0,76.33,83.83,78.33,85.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.001116,100,0.0,0,0.258819,-0.965926
06365.jpg,68.17,74.17,80.33,73.5,74.0,55.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.040005,708,0.0,0,-0.258819,-0.965926
06366.jpg,62.17,67.83,76.67,73.0,56.33,59.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.002041,50,0.0,0,0.5,-0.866025
06367.jpg,74.67,54.33,70.67,59.67,77.33,73.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,2.0,0.002511,64,5.79,0,-1.0,0.0
06368.jpg,46.17,29.17,52.0,39.83,39.67,35.17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.66,2.2,0.00027,51,3.0,1,-0.5,-0.866025
06369.jpg,71.33,60.33,70.17,69.17,64.17,67.17,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,3.99,1.8,0.005917,20,6.556204,0,-0.707107,-0.707107
